k162a,k162b,k20a1,k82a,k82b,k11,b5,a4a,a3a,a6a,l1,b2a,b2b,b4,b4a,b3a,b7,b7a,d2,n3,f1,k21,k6,k9,k3a,k3bc,k3e,k3f,k3dgh,k5a,k5bc,k5e,k5f,k14a,k14b,k14c,k14d,k15a,k33,k38,b6b,c22b,h1,h5,h8,l9b,l10,c6,c7,c9a,c10,k30,c30a,j30f,j30e,e30,d30a,j30a,j30b,k17,m1a,firm_age,registration_age,sales_growth,d2_win,n3_win,k11_win,k15a_win,l1_win,c7_win,ln_sales,ln_sales3,ln_loan,ln_employees,ln_collateral,sector_label,region_label,size_label,sme_size,credit_uptake,has_credit,loan_approved,creditworthy
0.0,0.0,,0.0,0.0,,2016.0,4,6,1,49.0,100.0,0.0,0.0,,1.0,9.0,0.0,350000000.0,210000000.0,100.0,1.0,1.0,,70.0,0.0,0.0,0.0,0.0,,,,,,,,,,80.0,85.0,2016.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,,,1.0,0.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,7.0,8.0,8.0,66.66666666666666,350000000.0,210000000.0,,,49.0,,19.673443715304877,19.162618093443648,,3.912023005428146,,Other Manufacturing,South West,Small,Medium,0.0,0.0,,0
0.0,0.0,,0.0,1.0,,2002.0,1,6,1,12.0,100.0,0.0,1.0,100.0,0.0,8.0,,180000000.0,84000000.0,,0.0,1.0,1.0,50.0,0.0,0.0,30.0,0.0,70.0,0.0,0.0,0.0,,,,,,80.0,50.0,2002.0,0.0,0.0,1.0,0.0,100.0,0.0,1.0,20.0,,1.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,5.0,8.0,22.0,22.0,114.28571428571428,180000000.0,84000000.0,,,12.0,20.0,19.00846741441004,18.24632736871235,,2.5649493574615367,,Food,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2015.0,2,6,1,6.0,100.0,0.0,0.0,,1.0,12.0,0.0,3000000.0,2500000.0,80.0,0.0,0.0,,60.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,,,,,,40.0,50.0,2016.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,10.0,0.0,1.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,4.0,1.0,9.0,8.0,20.0,3000000.0,2500000.0,,,6.0,10.0,14.914123179965662,14.731801689838349,,1.9459101490553132,,Garments,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2017.0,7,6,1,6.0,100.0,0.0,1.0,20.0,1.0,7.0,0.0,16000000.0,21000000.0,,0.0,1.0,,80.0,0.0,0.0,0.0,0.0,,,,,,,,,,85.0,100.0,2017.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,14.0,7.0,7.0,-23.809523809523807,16000000.0,21000000.0,,,6.0,3.0,16.588099342704055,16.860033043306743,,1.9459101490553132,,Other Services,South West,Small,Small,0.0,0.0,,0
1.0,1.0,,0.0,0.0,,2017.0,3,6,1,355.0,100.0,0.0,1.0,,0.0,9.0,0.0,20000000000.0,19000000000.0,90.0,1.0,1.0,,60.0,0.0,0.0,40.0,0.0,,,,,,,,,,100.0,100.0,2017.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,5.0,,1.0,0.0,4.0,4.0,4.0,0.0,4.0,1.0,0.0,,8.0,7.0,7.0,5.263157894736842,20000000000.0,19000000000.0,,,355.0,5.0,23.7189981105504,23.667704816165482,,5.87493073085203,,Fabricated Metals,South West,Small,Large,1.0,0.0,,0
0.0,0.0,,0.0,0.0,,2017.0,3,6,1,215.0,100.0,0.0,1.0,,0.0,9.0,1.0,4000500000.0,2500000000.0,,1.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,70.0,100.0,2017.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,20.0,,1.0,0.0,4.0,4.0,4.0,0.0,4.0,1.0,1.0,7.0,8.0,7.0,7.0,60.019999999999996,4000500000.0,2500000000.0,,,215.0,20.0,22.109685190504422,21.639556569220566,,5.375278407684165,,Fabricated Metals,South West,Small,Large,0.0,0.0,,0
1.0,1.0,,1.0,1.0,14000000.0,2015.0,7,6,2,25.0,100.0,0.0,1.0,100.0,1.0,10.0,1.0,550000000.0,460000000.0,,0.0,1.0,1.0,60.0,20.0,0.0,0.0,0.0,20.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,16000000.0,65.0,90.0,2015.0,0.0,0.0,0.0,1.0,,0.0,1.0,8.0,,1.0,4.0,4.0,4.0,4.0,0.0,4.0,1.0,1.0,,15.0,9.0,9.0,19.565217391304348,550000000.0,460000000.0,14000000.0,16000000.0,25.0,8.0,20.125428838008972,19.946737049621326,16.454567959008102,3.258096538021482,16.588099342704055,Other Services,South West,Medium,Medium,1.0,1.0,,0
0.0,0.0,,0.0,1.0,,2016.0,4,6,3,121.0,100.0,0.0,0.0,,1.0,9.0,0.0,964250000.0,928000000.0,,0.0,1.0,1.0,60.0,0.0,0.0,35.0,0.0,,,,,,,,,,90.0,80.0,2016.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,12.0,,1.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,8.0,8.0,8.0,3.90625,964250000.0,928000000.0,,,121.0,12.0,20.686861156089687,20.64854229182806,,4.804021044733257,,Other Manufacturing,South West,Large,Large,0.0,0.0,,0
1.0,0.0,1.0,0.0,0.0,,2015.0,7,6,1,15.0,100.0,0.0,1.0,100.0,1.0,21.0,1.0,24200000.0,20420000.0,,0.0,1.0,,50.0,0.0,30.0,20.0,0.0,,,,,,,,,,50.0,80.0,2018.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,20.0,,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,9.0,6.0,18.51126346718903,24200000.0,20420000.0,,,15.0,20.0,17.001863232449228,16.832025419672387,,2.772588722239781,,Other Services,South West,Small,Small,1.0,0.0,1.0,0
0.0,1.0,1.0,0.0,1.0,5000000.0,2015.0,7,6,1,7.0,40.0,60.0,0.0,,0.0,10.0,0.0,85000000.0,64000000.0,,1.0,1.0,1.0,65.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,80.0,45.0,2016.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,8.0,0.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,2.0,2.0,,1.0,9.0,8.0,32.8125,85000000.0,64000000.0,5000000.0,,7.0,8.0,18.258161826219297,17.974393656948944,15.424948670398354,2.0794415416798357,,Other Services,South West,Small,Small,0.0,0.0,1.0,0
0.0,0.0,,0.0,0.0,,1979.0,4,6,3,310.0,100.0,0.0,1.0,,0.0,8.0,0.0,,,100.0,1.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,100.0,100.0,1979.0,0.0,0.0,0.0,0.0,90.0,0.0,1.0,12.0,,1.0,0.0,4.0,4.0,4.0,0.0,4.0,3.0,0.0,1.0,8.0,45.0,45.0,,,,,,310.0,12.0,,,,5.739792912179234,,Other Manufacturing,South West,Large,Large,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2016.0,7,6,1,9.0,100.0,0.0,0.0,,0.0,9.0,0.0,,,,0.0,0.0,,70.0,0.0,0.0,30.0,0.0,,,,,,,,,,40.0,35.0,2016.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,9.0,,1.0,4.0,4.0,4.0,4.0,0.0,1.0,4.0,0.0,7.0,4.0,8.0,8.0,,,,,,9.0,9.0,,,,2.302585092994046,,Other Services,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,1.0,1.0,500000000.0,2010.0,7,6,3,182.0,100.0,0.0,1.0,,0.0,12.0,0.0,1260000000.0,989000000.0,,1.0,1.0,1.0,60.0,30.0,0.0,10.0,0.0,30.0,40.0,0.0,30.0,1.0,0.0,0.0,0.0,,100.0,100.0,2010.0,1.0,0.0,1.0,0.0,100.0,1.0,0.0,,,1.0,3.0,4.0,4.0,3.0,0.0,4.0,2.0,2.0,7.0,8.0,14.0,14.0,27.401415571284126,1260000000.0,989000000.0,500000000.0,,182.0,,20.95437755870345,20.71220489059811,20.030118658386467,5.209486152841421,,Other Services,South West,Large,Large,0.0,1.0,,1
0.0,1.0,4.0,0.0,1.0,,2012.0,7,6,1,18.0,100.0,0.0,0.0,,0.0,13.0,1.0,16482000.0,10000000.0,,0.0,1.0,1.0,80.0,0.0,0.0,20.0,0.0,100.0,0.0,0.0,0.0,,,,,,90.0,90.0,2012.0,0.0,1.0,0.0,0.0,95.0,1.0,1.0,17.0,,1.0,1.0,4.0,4.0,0.0,1.0,4.0,0.0,0.0,,8.0,12.0,12.0,64.82,16482000.0,10000000.0,,,18.0,17.0,16.61777949497771,16.118095750958314,,2.9444389791664403,,Other Services,South West,Small,Small,0.0,0.0,0.0,0
0.0,0.0,,0.0,0.0,,2021.0,7,6,1,8.0,100.0,0.0,0.0,,0.0,10.0,1.0,43000000.0,38500000.0,,0.0,1.0,,50.0,0.0,0.0,0.0,0.0,,,,,,,,,,60.0,50.0,2021.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,6.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,13.0,3.0,3.0,11.688311688311687,43000000.0,38500000.0,,,8.0,6.0,17.57671069691365,17.46616882523204,,2.1972245773362196,,Other Services,South West,Small,Small,0.0,0.0,,0
1.0,0.0,1.0,1.0,0.0,6000000.0,2012.0,2,6,2,34.0,100.0,0.0,0.0,,1.0,13.0,0.0,78500000.0,67600000.0,90.0,0.0,1.0,3.0,55.0,0.0,0.0,40.0,0.0,45.0,0.0,20.0,25.0,,,,,,75.0,90.0,2012.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,9.0,,1.0,4.0,4.0,4.0,0.0,0.0,4.0,1.0,0.0,,1.0,12.0,12.0,16.124260355029584,78500000.0,67600000.0,6000000.0,,34.0,9.0,18.17860919549149,18.029118555806093,15.607270193858982,3.5553480614894135,,Garments,South West,Medium,Medium,1.0,1.0,1.0,0
0.0,1.0,1.0,1.0,1.0,6000000.0,2012.0,7,6,1,12.0,100.0,0.0,0.0,,1.0,14.0,0.0,,,,0.0,1.0,3.0,40.0,0.0,20.0,40.0,0.0,60.0,0.0,40.0,0.0,,,,,,50.0,70.0,2012.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,18.0,,1.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,,1.0,12.0,12.0,,,,6000000.0,,12.0,18.0,,,15.607270193858982,2.5649493574615367,,Other Services,South West,Small,Small,0.0,1.0,1.0,0
0.0,0.0,,0.0,0.0,,2022.0,7,6,1,10.0,100.0,0.0,0.0,,0.0,3.0,0.0,12400000.0,8100000.0,,0.0,0.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,60.0,70.0,2022.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,8.0,,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,8.0,2.0,2.0,53.086419753086425,12400000.0,8100000.0,,,10.0,8.0,16.333207111220425,15.90737474309945,,2.3978952727983707,,Other Services,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,1.0,0.0,11000000.0,2018.0,7,6,3,42.0,100.0,0.0,1.0,100.0,0.0,8.0,1.0,55000000.0,21600000.0,,0.0,1.0,1.0,75.0,0.0,0.0,25.0,0.0,,,,,1.0,0.0,0.0,0.0,,60.0,80.0,2018.0,0.0,0.0,1.0,0.0,100.0,0.0,1.0,18.0,,1.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,7.0,8.0,6.0,6.0,154.62962962962962,55000000.0,21600000.0,11000000.0,,42.0,18.0,17.822843761378564,16.888203918950687,16.213405921671733,3.7612001156935624,,Other Services,South West,Large,Medium,0.0,1.0,,0
0.0,0.0,,0.0,,,2014.0,2,6,1,12.0,100.0,0.0,0.0,,1.0,13.0,0.0,25000000.0,,90.0,0.0,0.0,,50.0,0.0,0.0,40.0,0.0,,,,,,,,,,40.0,50.0,2015.0,0.0,0.0,0.0,0.0,,0.0,1.0,12.0,,1.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,7.0,8.0,10.0,9.0,,25000000.0,,,,12.0,12.0,17.034386422832473,,,2.5649493574615367,,Garments,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2017.0,3,6,3,20.0,100.0,0.0,0.0,,0.0,7.0,0.0,150000000.0,75000000.0,,0.0,1.0,,80.0,0.0,0.0,10.0,0.0,75.0,0.0,0.0,15.0,,,,,,60.0,85.0,2017.0,0.0,0.0,0.0,0.0,95.0,0.0,1.0,3.0,,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,8.0,7.0,7.0,100.0,150000000.0,75000000.0,,,20.0,3.0,18.826145858727198,18.132998684833918,,3.044522437723423,,Fabricated Metals,South West,Large,Medium,0.0,0.0,,0
0.0,0.0,,1.0,0.0,,2011.0,7,6,1,13.0,100.0,0.0,0.0,,0.0,6.0,0.0,250000000.0,196000000.0,,0.0,1.0,1.0,50.0,0.0,0.0,50.0,0.0,,,,,1.0,1.0,0.0,0.0,,20.0,100.0,2011.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,5.0,,1.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,7.0,8.0,13.0,13.0,27.55102040816326,250000000.0,196000000.0,,,13.0,5.0,19.33697147982652,19.093625222296833,,2.639057329615259,,Other Services,South West,Small,Small,0.0,1.0,,0
0.0,0.0,,0.0,0.0,,1988.0,2,6,2,5.0,100.0,0.0,1.0,100.0,1.0,37.0,1.0,1800000.0,300000.0,90.0,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,70.0,100.0,2017.0,1.0,0.0,0.0,1.0,100.0,0.0,1.0,25.0,,1.0,3.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,2.0,1.0,36.0,7.0,500.0,1800000.0,1000000.0,,,5.0,25.0,14.403297778421795,13.815511557963774,,1.791759469228055,,Garments,South West,Medium,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2009.0,3,6,1,5.0,100.0,0.0,0.0,,1.0,15.0,0.0,22000000.0,18000000.0,80.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,70.0,30.0,2024.0,1.0,1.0,0.0,0.0,100.0,0.0,1.0,26.0,,1.0,3.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0,4.0,8.0,15.0,0.0,22.22222222222222,22000000.0,18000000.0,,,5.0,26.0,16.906553056777135,16.705882371415992,,1.791759469228055,,Fabricated Metals,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2019.0,5,6,1,10.0,100.0,0.0,0.0,,1.0,12.0,0.0,150000000.0,100000000.0,,1.0,1.0,,50.0,0.0,0.0,0.0,0.0,,,,,,,,,,75.0,55.0,2019.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,,,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,5.0,5.0,50.0,150000000.0,100000000.0,,,10.0,,18.826145858727198,18.420680753952364,,2.3978952727983707,,Professional Activities,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2012.0,4,6,1,12.0,100.0,0.0,0.0,,1.0,35.0,0.0,667000000.0,546000000.0,80.0,0.0,1.0,,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,50.0,50.0,2012.0,0.0,0.0,0.0,0.0,85.0,1.0,0.0,,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,8.0,12.0,12.0,22.16117216117216,667000000.0,546000000.0,,,12.0,,20.318300605379147,20.11812953554068,,2.5649493574615367,,Other Manufacturing,South West,Small,Small,0.0,0.0,,0
1.0,0.0,,0.0,0.0,,2010.0,7,6,1,6.0,100.0,0.0,0.0,,1.0,15.0,0.0,5000000.0,4000000.0,,0.0,1.0,,90.0,0.0,0.0,0.0,0.0,,,,,,,,,,40.0,50.0,2012.0,1.0,0.0,0.0,0.0,80.0,1.0,1.0,26.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,,4.0,14.0,12.0,25.0,5000000.0,4000000.0,,,6.0,26.0,15.424948670398354,15.201805169084134,,1.9459101490553132,,Other Services,South West,Small,Small,1.0,0.0,,0
0.0,0.0,,0.0,0.0,,2013.0,7,6,2,25.0,100.0,0.0,0.0,,1.0,30.0,0.0,650000000.0,600000000.0,,1.0,0.0,,70.0,0.0,0.0,30.0,0.0,100.0,0.0,0.0,0.0,,,,,,80.0,50.0,2007.0,1.0,1.0,1.0,0.0,95.0,1.0,1.0,8.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,8.0,11.0,17.0,8.333333333333332,650000000.0,600000000.0,,,25.0,8.0,20.29248292239242,20.21244021484709,,3.258096538021482,,Other Services,South West,Medium,Medium,0.0,0.0,,0
0.0,0.0,,0.0,1.0,250000.0,2012.0,5,6,1,20.0,100.0,0.0,0.0,,0.0,6.0,0.0,3000000.0,3000000.0,,0.0,1.0,1.0,80.0,0.0,0.0,0.0,0.0,,,,,,,,,,80.0,60.0,2013.0,0.0,0.0,0.0,0.0,90.0,0.0,1.0,20.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,12.0,11.0,0.0,3000000.0,3000000.0,250000.0,,20.0,20.0,14.914123179965662,14.914123179965662,12.429220196836383,3.044522437723423,,Professional Activities,South West,Small,Medium,0.0,0.0,,0
1.0,0.0,1.0,0.0,0.0,,2016.0,1,6,2,10.0,0.0,100.0,0.0,,1.0,5.0,0.0,240000000.0,216000000.0,80.0,1.0,1.0,,40.0,0.0,0.0,30.0,0.0,100.0,0.0,0.0,0.0,,,,,,95.0,90.0,2016.0,1.0,1.0,1.0,0.0,10.0,0.0,1.0,30.0,,1.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,,8.0,8.0,8.0,11.11111111111111,240000000.0,216000000.0,,,10.0,30.0,19.29614948547293,19.190788970278067,,2.3978952727983707,,Food,South West,Medium,Small,1.0,0.0,1.0,0
0.0,0.0,,0.0,0.0,,2009.0,2,6,1,5.0,100.0,0.0,0.0,,0.0,16.0,0.0,300000.0,500000.0,90.0,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,40.0,50.0,2023.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,25.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,15.0,1.0,-40.0,1572000.0,1000000.0,,,5.0,25.0,14.267859888103402,13.815511557963774,,1.791759469228055,,Garments,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2014.0,2,6,2,10.0,100.0,0.0,1.0,100.0,1.0,11.0,1.0,5000000.0,3000000.0,,0.0,1.0,,70.0,0.0,0.0,30.0,0.0,60.0,0.0,0.0,30.0,,,,,,50.0,60.0,2016.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,8.0,10.0,8.0,66.66666666666666,5000000.0,3000000.0,,,10.0,2.0,15.424948670398354,14.914123179965662,,2.3978952727983707,,Garments,South West,Medium,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2020.0,6,6,1,6.0,100.0,0.0,0.0,,1.0,10.0,0.0,14000000.0,15000000.0,,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,30.0,50.0,2020.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,,,1.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0,4.0,4.0,-6.666666666666667,14000000.0,15000000.0,,,6.0,,16.454567959008102,16.52356082573315,,1.9459101490553132,,Retail,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2005.0,5,6,1,20.0,60.0,0.0,0.0,,1.0,20.0,0.0,20000000.0,10000000.0,,0.0,1.0,,70.0,0.0,0.0,30.0,0.0,,,,,,,,,,70.0,60.0,2014.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,30.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,19.0,10.0,100.0,20000000.0,10000000.0,,,20.0,30.0,16.811242881518265,16.118095750958314,,3.044522437723423,,Professional Activities,South West,Small,Medium,0.0,0.0,,0
0.0,0.0,,0.0,1.0,2000000.0,2010.0,2,6,3,85.0,100.0,0.0,1.0,100.0,1.0,14.0,1.0,200000000.0,150000000.0,,0.0,1.0,2.0,50.0,0.0,20.0,0.0,0.0,,,,,,,,,,50.0,50.0,2011.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,30.0,,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,14.0,13.0,33.33333333333333,200000000.0,150000000.0,2000000.0,,85.0,30.0,19.11382792951231,18.826145858727198,14.508658238524095,4.454347296253507,,Garments,South West,Large,Medium,0.0,0.0,,0
1.0,0.0,3.0,0.0,1.0,200000.0,2013.0,6,6,1,9.0,100.0,0.0,0.0,,1.0,8.0,0.0,10000000.0,10000000.0,,0.0,1.0,2.0,95.0,0.0,0.0,0.0,0.0,,,,,,,,,,50.0,50.0,2013.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,8.0,11.0,11.0,0.0,10000000.0,10000000.0,200000.0,,9.0,,16.118095750958314,16.118095750958314,12.206077645517674,2.302585092994046,,Retail,South West,Small,Small,1.0,0.0,0.0,0
0.0,0.0,,0.0,0.0,,2000.0,4,6,1,19.0,100.0,0.0,0.0,,1.0,25.0,0.0,20000000.0,10000000.0,87.0,0.0,1.0,,85.0,0.0,5.0,0.0,0.0,,,,,,,,,,85.0,85.0,2000.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,8.0,0.0,1.0,1.0,4.0,0.0,2.0,2.0,4.0,3.0,3.0,1.0,15.0,24.0,24.0,100.0,20000000.0,10000000.0,,,19.0,8.0,16.811242881518265,16.118095750958314,,2.995732273553991,,Other Manufacturing,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,2017.0,5,6,1,3.0,100.0,0.0,0.0,,0.0,15.0,1.0,350000000.0,300000000.0,,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,50.0,50.0,2017.0,1.0,0.0,0.0,0.0,50.0,0.0,1.0,8.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,13.0,7.0,7.0,16.666666666666664,350000000.0,300000000.0,,,4.0,8.0,19.673443715304877,19.519293035953808,,1.6094379124341003,,Professional Activities,South West,Small,Small,0.0,0.0,,0
1.0,1.0,1.0,0.0,0.0,,1979.0,2,6,1,10.0,100.0,0.0,1.0,100.0,1.0,45.0,0.0,21000000.0,12600000.0,25.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,90.0,2020.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,3000.0,80.0,1.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,,1.0,45.0,4.0,66.66666666666666,21000000.0,12600000.0,,,10.0,90.0,16.860033043306743,16.349207451286784,,2.3978952727983707,,Garments,South West,Small,Small,1.0,0.0,1.0,0
,0.0,,,0.0,,2004.0,1,6,3,50.0,100.0,0.0,0.0,,0.0,10.0,0.0,150000000.0,,75.0,1.0,1.0,,60.0,25.0,0.0,15.0,0.0,,,,,,,,,,80.0,95.0,,1.0,0.0,0.0,1.0,100.0,0.0,1.0,10.0,,1.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,,1.0,20.0,,,150000000.0,,,,50.0,10.0,18.826145858727198,,,3.9318256327243257,,Food,South West,Large,Medium,,,,0
0.0,0.0,,0.0,0.0,,2020.0,3,6,1,6.0,100.0,0.0,0.0,,1.0,10.0,0.0,6200000.0,3000000.0,,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,20.0,10.0,2022.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,30.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,2.0,106.66666666666667,6200000.0,3000000.0,,,6.0,30.0,15.64006001130563,14.914123179965662,,1.9459101490553132,,Fabricated Metals,South West,Small,Small,0.0,0.0,,0
0.0,0.0,,0.0,0.0,,1982.0,6,6,1,6.0,100.0,0.0,0.0,,1.0,43.0,0.0,3000000.0,2500000.0,,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,50.0,50.0,1990.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,21.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,42.0,34.0,20.0,3000000.0,2500000.0,,,6.0,21.0,14.914123179965662,14.731801689838349,,1.9459101490553132,,Retail,South West,Small,Small,0.0,0.0,,0
1.0,0.0,1.0,0.0,0.0,,2005.0,4,6,3,350.0,100.0,0.0,1.0,60.0,0.0,20.0,0.0,650000000.0,450000000.0,50.0,1.0,1.0,,40.0,0.0,20.0,30.0,0.0,60.0,0.0,0.0,20.0,,,,,,90.0,95.0,2005.0,1.0,0.0,1.0,0.0,100.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,14.0,19.0,19.0,44.44444444444444,650000000.0,450000000.0,,,350.0,2.0,20.29248292239242,19.92475814295086,,5.860786223465865,,Other Manufacturing,South West,Large,Large,1.0,0.0,1.0,0
0.0,0.0,,0.0,0.0,,2016.0,1,6,2,100.0,0.0,100.0,0.0,,1.0,30.0,0.0,,,90.0,1.0,1.0,,70.0,0.0,0.0,30.0,0.0,70.0,0.0,0.0,30.0,,,,,,100.0,95.0,2003.0,1.0,1.0,0.0,1.0,100.0,1.0,1.0,10.0,,1.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,8.0,21.0,,,,,,100.0,10.0,,,,4.61512051684126,,Food,South West,Medium,Large,0.0,0.0,,0
0.0,0.0,,1.0,0.0,,2001.0,6,6,1,10.0,100.0,0.0,1.0,,1.0,24.0,0.0,8000000.0,,,1.0,1.0,1.0,70.0,30.0,0.0,0.0,0.0,,,,,1.0,1.0,0.0,1.0,,80.0,80.0,2001.0,1.0,1.0,1.0,0.0,,1.0,1.0,20.0,,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,8.0,23.0,23.0,,8000000.0,,,,10.0,20.0,15.894952224644102,,,2.3978952727983707,,Retail,South West,Small,Small,0.0,1.0,,1
0.0,0.0,,0.0,0.0,,2010.0,6,6,1,18.0,100.0,0.0,0.0,,1.0,40.0,0.0,500000000.0,250000000.0,,0.0,1.0,,30.0,0.0,0.0,70.0,0.0,,,,,,,,,,70.0,100.0,2011.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,12.0,,1.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,7.0,1.0,14.0,13.0,100.0,500000000.0,250000000.0,,,18.0,12.0,20.030118658386467,19.33697147982652,,2.9444389791664403,,Retail,South West,Small,Small,0.0,0.0,,0
